human_index	human_id	human_accession	gene_symbol	sequence_sha256
8478	sp|Q96T75|DSCR8_HUMAN	Q96T75	DSCR8	17902704a30aff1522361272ff9ed9b69dfb08b14587bd03c456ca402736b947
8479	sp|Q99735|MGST2_HUMAN	Q99735	MGST2	335198043f565e69531503bfa4a3ea02b81059667390d6f947ee4315aafc2358
8480	sp|Q99748|NRTN_HUMAN	Q99748	NRTN	e29aad378243e99bc238673f75cd0ce3af352b0cc04f5960689386ed54915993
8481	sp|Q9BRU2|TCAL7_HUMAN	Q9BRU2	TCAL7	73c8999b58e24b1a32ffb7972ce7ead30effb43c3321ddb97812b30300f54a33
8482	sp|Q9C0F3|ZN436_HUMAN	Q9C0F3	ZN436	a2a7525113cf725b9cd8f4586a1d2e7f7f56fd7e5c0e19adef5ee3377e539d2b
8483	sp|Q9GZW5|SCND2_HUMAN	Q9GZW5	SCND2	b85784a2821f4e8176a72812987695810ab011eb02c0ca8a1c2fc3f14da885cc
8484	sp|Q9GZZ1|NAA50_HUMAN	Q9GZZ1	NAA50	f906e51f63f89e856347156878cea2a5c557143b35c02b374839bec451877496
8485	sp|Q9H4G8|DPH3B_HUMAN	Q9H4G8	DPH3B	d6fe3c3d091755281b81875c10b200bf9541cbeca42e9bb5f85ea53eaa1e4653
8486	sp|Q9H4M9|EHD1_HUMAN	Q9H4M9	EHD1	96542f6cfd17c202a334958dac4da9988ccf6cd5cfda8a0269400f2c67a6d816
8487	sp|Q9HBW1|LRRC4_HUMAN	Q9HBW1	LRRC4	9a2c52b7dea3b6e5aa91495ee23cb712734837a94537b77b4c206f39f0846b7e
8488	sp|Q9NX70|MED29_HUMAN	Q9NX70	MED29	1a307d772d6cb3ff8e05bdcb5b51345c6a1d2e16e20cd03bd041fa893870daab
8489	sp|Q9NXS2|QPCTL_HUMAN	Q9NXS2	QPCTL	f4e7e678115e7efbdd3bd2469b333f0de6ad28e112d08fd69f81e868c74dd727
8490	sp|Q9NZ32|ARP10_HUMAN	Q9NZ32	ARP10	99b5e7b5c4980be783ac694bf297d84551afa34ab856a8bd2998ae3cc3fe0c9d
8491	sp|Q9NZU5|LMCD1_HUMAN	Q9NZU5	LMCD1	da94a810d76c74eb6f1a960dc7181215caa572f2ecae0db9821ac74c2212ecea
8492	sp|Q9UGM5|FETUB_HUMAN	Q9UGM5	FETUB	f891bafe472a6bc3ccdd9935ef0c71c6a482834798f51e4833e9b8242adf91b9
8493	sp|Q9UHE5|NAT8_HUMAN	Q9UHE5	NAT8	2e675a2cc117d005e336e38c061f510a9d34b6ab40cc64bce692d947508e9e21
8494	sp|Q9UK76|JUPI1_HUMAN	Q9UK76	JUPI1	eb96080c6372612236e0ddb07b8593549ed034a77c1ed4a25528678cb91dd7e7
8495	sp|Q9UKV3|ACINU_HUMAN	Q9UKV3	ACINU	32130eadc374cb87371ce572db572513bd5824299014e4d8e8ca45b002e42f49
8496	sp|Q9UMS5|PHTF1_HUMAN	Q9UMS5	PHTF1	febdf252d1a71126ed30efef3f46d340e0eb5afa016e00883af3f38b6bd9a156
8497	sp|Q9UQC9|CLCA2_HUMAN	Q9UQC9	CLCA2	060889021a289cbd01541b0336c2adc1e4caaa905fb41f10b9ea10a6ff46942c
8498	sp|Q9Y234|LIPT_HUMAN	Q9Y234	LIPT	c73799c82ba7f3fb50fdbe89ba6b829147b086e1abc826f91979930158cf07bd
8499	sp|Q9Y5R2|MMP24_HUMAN	Q9Y5R2	MMP24	765f3cb04d25f623e7135200d39574a4d9a6b0427a19442f4a95ba9547f2b337
8500	sp|A0A0C4DH69|KV109_HUMAN	A0A0C4DH69	KV109	7b6c6c8e4927088684426d8797079e30b681eb49598962870c6a48c15f6508b6
8501	tr|A0A0J9YY99|A0A0J9YY99_HUMAN	A0A0J9YY99	A0A0J9YY99	03b79d963233a156500e3851af39f3c343451b9e6beb46e5bf0fef596ce8a8fc
8502	sp|A0A1B0GVH6|CM042_HUMAN	A0A1B0GVH6	CM042	65e076628312875ec100d58593999a385a7801ca1c0580537de3b1997a4be6de
8503	tr|A0A1B0GVY2|A0A1B0GVY2_HUMAN	A0A1B0GVY2	A0A1B0GVY2	614cb5970f5d54122f16869d676793151a50e953216ae059dc9e010e46393c8b
8504	tr|A0N4Z3|A0N4Z3_HUMAN	A0N4Z3	A0N4Z3	f0404a134fbfe1a4e209ff6635fee8e684ff0fcbb133691f546949c2722983e3
8505	sp|A4D1Z8|GRIFN_HUMAN	A4D1Z8	GRIFN	86687a59ae9ec2ee356abf0fe9f16735a2293e771373427d4ac43614026821e2
8506	sp|A4D2B0|MBLC1_HUMAN	A4D2B0	MBLC1	151159ad5709ddb19e56158863f3c7d81521a32544a5a6b95e68cc2359aa7ef7
8507	sp|A4QN01|CJ040_HUMAN	A4QN01	CJ040	731cc0fa18651002eb3466ffe7a0bf6bc9222104dd4bdf7f21ea22e88022ca20
8508	sp|A6NMK7|CPS4L_HUMAN	A6NMK7	CPS4L	e0ca0d8174f4ab5fee4c41a1a29bf06085711f40d333b88b46ccdf4eaf71c319
8509	sp|I3L3R5|CCER2_HUMAN	I3L3R5	CCER2	50bbff318deca66938293e3f0e3963087fac36aeb7ced72c0944274864a70874
8510	sp|O00476|NPT4_HUMAN	O00476	NPT4	2fe0a3670cb228f42c489ee62d4f3b1216ed551f38982540a4701b85357254f6
8511	sp|O14594|NCAN_HUMAN	O14594	NCAN	d590831a39213f0be9d7094357ffd0d6595b2c25f9dec72d3e6277efd8b21aa3
8512	sp|O14744|ANM5_HUMAN	O14744	ANM5	426a120e9105502534446b6b2f93d80918127f6d0a708f46a005683d0db7c88e
8513	sp|O14921|RGS13_HUMAN	O14921	RGS13	6372e88f23f4c810d2f6eca1f02b517864c43a937bfa711bef536cec0d292e9c
8514	sp|O15151|MDM4_HUMAN	O15151	MDM4	fb619a5b2a22bab98d1ec43db4cd85b129d53b99bbc0c2ca00a44fdd421828ab
8515	sp|O15374|MOT5_HUMAN	O15374	MOT5	68cc6ffbf2356eeb748ff25c8136e95015505e75d350e0f2e32c6fe3159ea4f4
8516	sp|O43251|RFOX2_HUMAN	O43251	RFOX2	5f87bc1f67cbb22195abcb4b9134c3bff70c5474369e26fcd2a2b2a1dc102b23
8517	sp|O43353|RIPK2_HUMAN	O43353	RIPK2	d9fc79386f5526c967b0d5b31bf5d0a5c90e715870f3b6c45418a179469d91cf
8518	sp|O43708|MAAI_HUMAN	O43708	MAAI	4e2118dff1fc53fca855771ef7666573eb09d3d106f6f1b5a7d1af4188ba38f1
8519	sp|O60583|CCNT2_HUMAN	O60583	CCNT2	8a8be6b0927fe0dd4f3ead411ea71938dfab6c6c430f85cc81ef2aff0b8239cb
8520	sp|O75594|PGRP1_HUMAN	O75594	PGRP1	1dc8365d5c8cce037120c394979bb7432d6d6a571bd4d4aa0d4370fb08cf62e9
8521	sp|O76039|CDKL5_HUMAN	O76039	CDKL5	1656eed34effe158eaaea890544cedd712a21332cf1543b4195b66c021e01a48
8522	sp|P04433|KV311_HUMAN	P04433	KV311	1afafc6cf1dda5ffe413c7a9e12e0b076f9f16c6419013243dc6f4cd77bc2cb4
8523	sp|P07358|CO8B_HUMAN	P07358	CO8B	7048290fe746f8c7bb62b9adfce2bf74c6cd692959c8a290504d029262648ecb
8524	sp|P08620|FGF4_HUMAN	P08620	FGF4	7a5d73a91cc3ae347108cd0e6a9ed8b2ac72f2ceaca9688a6d8d6cc8b42879d1
8525	sp|P0C870|JMJD7_HUMAN	P0C870	JMJD7	873694b44f3b2ea835b8f6dac961928881c623b66e9b3ae3373dcc2509d787b0
8526	sp|P0DMV2|CT459_HUMAN	P0DMV2	CT459	f36fd76ce69d75ce569b70825608ce3da2d74471f69abc6ca9db7d82adecb2a4
8527	sp|P0DP42|T225B_HUMAN	P0DP42	T225B	82dc51fb101f3ac29838b30ba2641efd95fbd1f3e467b2971775a497e17a21bc
8528	sp|P16444|DPEP1_HUMAN	P16444	DPEP1	05d60a6f764021e918cb82ec1f692b68d8c8f288fcec0a06b353b54f82973e02
8529	sp|P22748|CAH4_HUMAN	P22748	CAH4	62f5e1881b0efc28f2f60c2972f6226477c26b841e00762613f38246a2677974
8530	sp|P28476|GBRR2_HUMAN	P28476	GBRR2	d7b2cc49cf60d1bfb91906458cdbf10486cb655a173587152f8fc864b82e6843
8531	sp|P42768|WASP_HUMAN	P42768	WASP	bb46017cc79a66f55fd835d02dfd22ffa0e1c6e4374a7e9bd0810bab77f51f12
8532	sp|P46939|UTRN_HUMAN	P46939	UTRN	52c4241338e673628e6e195c6fb1703d78df06228629bfb87878f98107e83c7a
8533	sp|P49767|VEGFC_HUMAN	P49767	VEGFC	8fd35aadc7b2b246d7fc01f3c8b59a3ae614a4cc872ec7a1d530e627e13523dc
8534	sp|P51522|ZNF83_HUMAN	P51522	ZNF83	a0d7d60f8abae48454cbf8bd27f03ef4b0f4e2e85ab63df5bfd73356c501c58b
8535	sp|P55157|MTP_HUMAN	P55157	MTP	ebead30a64172104cb05e3d8498ca7294599773187a84ab503bf23b90a1068a5
8536	sp|P56915|GSC_HUMAN	P56915	GSC	9cc2ae6996a5741742daf38f1733e132dad859eeb09d7b3fa236a7e77690f03b
8537	sp|P58166|INHBE_HUMAN	P58166	INHBE	b249be69ffac0f032b8c6e59cbfcb577a351e849e2f475da1dbfd9b2084cee20
8538	sp|P59540|T2R46_HUMAN	P59540	T2R46	30c263ccb5042bb7c6ecdf23daf9583f38fec5a2629a5d253e557e053f5289bf
8539	sp|P60985|KTDAP_HUMAN	P60985	KTDAP	532dce47469498d19f6515f871bca1cf0136532fa8ba8ddd68b588971cc4e138
8540	sp|P61626|LYSC_HUMAN	P61626	LYSC	7d0e4fd9fdc4406e6179855d1e2bf7e9aa182416262a70dafca656fcada3f2f7
8541	sp|P68363|TBA1B_HUMAN	P68363	TBA1B	d10df0f783c8c6f5aab6e092565a793bb713a5e9b647542f09791c5fbb377a9a
8542	sp|P78357|CNTP1_HUMAN	P78357	CNTP1	79b8db5c7bc72bbc0bd08d36c46c15a3fbd95cf834e63e08f56c2f58f4ce2e17
8543	sp|P82921|RT21_HUMAN	P82921	RT21	d6b3113066be9f4fa5b82fab51c21736e092ea448381f9fef8e9f8e5159eb51f
8544	sp|Q08116|RGS1_HUMAN	Q08116	RGS1	a08a4b692e8283b4a2efc3150086c653341bc659aeffc2f03043680136c24044
8545	sp|Q0VDF9|HSP7E_HUMAN	Q0VDF9	HSP7E	e2c70a85fded7a68d107c89d0ac4dd1a2aadd7b022e696ee234d849954f2fa76
8546	sp|Q13126|MTAP_HUMAN	Q13126	MTAP	af08a7ff324698ac0c93d5fd04f80a3d35818f4c597b26ea95a3921c6103bdec
8547	sp|Q14206|RCAN2_HUMAN	Q14206	RCAN2	daf09a9e742df02113eb28d2e3099ce0b7133495348ab8c4f10d9cf46cc6a715
8548	sp|Q15542|TAF5_HUMAN	Q15542	TAF5	4f39f6cd7c84c53fe445936e60729ac2a21076417dc310b31839e0e86a369d38
8549	sp|Q15811|ITSN1_HUMAN	Q15811	ITSN1	15171b82d5a58f9b5c4531067aacab5cd903b6aaa5448e879fde9552d251df3e
8550	sp|Q16204|CCDC6_HUMAN	Q16204	CCDC6	098b3fbefa3a013be7b7ba3cd75a2525fa7ef485f024935603e42a578984e5f5
8551	sp|Q16478|GRIK5_HUMAN	Q16478	GRIK5	6e7599a2563c3632544ab44eaf390d0d74f5b7402bcc8015f9892a1bc6f4abc9
8552	sp|Q16537|2A5E_HUMAN	Q16537	2A5E	8323594af1729acd3bf98de812321707e4790e9945808bccbff28c0e0f11ad70
8553	sp|Q2VY69|ZN284_HUMAN	Q2VY69	ZN284	e44c36f93dce9db30b95a7656fc5d09b185512fa5eb51534b6eeb120b7e834f0
8554	sp|Q3LI54|KR198_HUMAN	Q3LI54	KR198	6e47f43d40e31c63c8116f703c5b3b4b45e63b469ed86ff87741c03a72b1e6a3
8555	sp|Q5T1B0|AXDN1_HUMAN	Q5T1B0	AXDN1	ce731f0054d166a60ed623b0121b66e67a7631f99b4a199d87a878594e4092b1
8556	sp|Q5T1V6|DDX59_HUMAN	Q5T1V6	DDX59	f1ef78254cbbf2a5fe224e585704a034eab9a15c48b7f8d6be63fbbd09491c76
8557	sp|Q6IF42|OR2A2_HUMAN	Q6IF42	OR2A2	c4ede14ad8e58888ce04608549b72aabaaf57ceeed04e8c4b3255bcf813f3f7e
8558	sp|Q6S545|POTEH_HUMAN	Q6S545	POTEH	03af7f2cf1afd0cbda6e15e7e7c4122724f05c89b758bbe09316d74d353d1428
8559	sp|Q6UN15|FIP1_HUMAN	Q6UN15	FIP1	6a95d057c99847ad527f941644728c4ea7b8845f40608e257e6e625d154d0650
8560	sp|Q6UWL2|SUSD1_HUMAN	Q6UWL2	SUSD1	e22bf39674148056a078ed00eecba7f6cef4dce6917fc7cd88520c897ca88dde
8561	sp|Q6ZN79|Z705A_HUMAN	Q6ZN79	Z705A	5a705945c70b9ddfe32b91e2390f53e976f320054ffa58993c68940cd33b80e9
8562	sp|Q6ZST4|LCNL1_HUMAN	Q6ZST4	LCNL1	d0b1257d082a2092161c08c4ccfb9a661264ad6b4bf5272cd8a313b649c4dfaf
8563	sp|Q7Z5L9|I2BP2_HUMAN	Q7Z5L9	I2BP2	8076ead185cacd26b912016fc9fd9517f415079f7e9bb525f4e272063331d995
8564	sp|Q86XE5|HOGA1_HUMAN	Q86XE5	HOGA1	bff43a6e4a79b5f8d9cb30ef155dca1183fc9c121a54dce3c7de0adc1e00a588
8565	sp|Q86XN7|PRSR1_HUMAN	Q86XN7	PRSR1	ab32f5cdbab10e4f405013613723141092c9873e8ecd98dd742b88b96f34bab9
8566	sp|Q8N490|PNKD_HUMAN	Q8N490	PNKD	1e3f2744a509a423995eb613904c9f35be62dc49030351da8e8242ea145d1028
8567	sp|Q8N5I4|DHRSX_HUMAN	Q8N5I4	DHRSX	3e37719f55cdd4a6e857176e7ffd2bff60d4e24839162f575ab5ac8f60ccc1b1
8568	sp|Q8N668|COMD1_HUMAN	Q8N668	COMD1	956234985bc559b580478c967e474a2955fff6292fc9510668c7e1b617f1055d
8569	sp|Q8N9Q2|SR1IP_HUMAN	Q8N9Q2	SR1IP	b2137d42e4e5b49347654d83378cabe053f7dd9548e984f9af16c65f45da1b1c
8570	sp|Q8NH69|OR5W2_HUMAN	Q8NH69	OR5W2	a5cac3dcc45c47d0bf565ea03fe153543b6258b9688a95fd2ca9ac997acf576c
8571	sp|Q8TAK5|GABP2_HUMAN	Q8TAK5	GABP2	62b7e90a722d8468ead6b5d4b45afa9e2d47ef818df5da85cd62865efba1ffce
8572	sp|Q8TEW8|PAR3L_HUMAN	Q8TEW8	PAR3L	8f32b073d57aaaa4fdcf2b271a608c39a296ab7fd888399cce1add3cb531d8bc
8573	sp|Q8TF71|MOT10_HUMAN	Q8TF71	MOT10	214b2bce12cd9465645a7c8664fec9917ceab699b4a621a9a57b9abe471a36d0
8574	sp|Q969J5|I22R2_HUMAN	Q969J5	I22R2	32941c68f8149bc9fbc2f400454288be99cd4319c336635f0278f411e880229f
8575	sp|Q96F24|NRBF2_HUMAN	Q96F24	NRBF2	3932c710f71df36ca3026762e1f823b02e408c9a8b558143f4629eeb4c16b97b
8576	sp|Q96GJ1|TRM2B_HUMAN	Q96GJ1	TRM2B	b364934d9aa618491ede4703d526c012d2f2d0ff237ad9db46da5ca6103b9113
8577	sp|Q96I76|GPTC3_HUMAN	Q96I76	GPTC3	a942f15722535d55fd00f212a3e29e8c4731ada75566741a4b9e8478e930b9d0
8578	sp|Q96LK8|SPT32_HUMAN	Q96LK8	SPT32	e042e27b4d84da479c1f01b5cde69716c03151fbfb0586e41060291a38e2632b
8579	sp|Q96M69|LRGUK_HUMAN	Q96M69	LRGUK	4d453884bce4fdf0c69b88794e4212d876cddbe6cb3e153c6e0b43f218d9a116
8580	sp|Q96NY9|MUS81_HUMAN	Q96NY9	MUS81	005d3d027b78ea2cd89b091eed5a8b8e5f97d9ebcea50ca66cc24a8d52863e65
8581	sp|Q96SK2|TM209_HUMAN	Q96SK2	TM209	10bded072ebb05d39f1a48ecb4b5ebd4489dbf4c1b85af848faec121b714cdc1
8582	sp|Q99439|CNN2_HUMAN	Q99439	CNN2	3354b1ea3fb8ed741d0e13332a83e1dc43afe93cf23bf9854e04bfaa666d1774
8583	sp|Q99643|C560_HUMAN	Q99643	C560	e405fd3a3ef0a709d40dabbcf70974e01dd63576243710889db16eee64c06559
8584	sp|Q9BQS7|HEPH_HUMAN	Q9BQS7	HEPH	4d3b11708e099bdbd0898ab45db43e3ad9149ed70d113c484a91277c89ac878a
8585	sp|Q9H116|GZF1_HUMAN	Q9H116	GZF1	21b1f99b0e55e86865f9a79974e62bc40930cad9f3dcb45547c4e35ba4bb2e30
8586	sp|Q9HAJ7|SP30L_HUMAN	Q9HAJ7	SP30L	cfa8ebb1b40ce8b62bd0af289ece1cd8b6b48896906aa5fc6339d37c3b779a6f
8587	sp|Q9HAP2|MLXIP_HUMAN	Q9HAP2	MLXIP	53cba0602fb3c12555a6931144d9eb843a109efd2d283db20550b7b7410d5320
8588	sp|Q9NS69|TOM22_HUMAN	Q9NS69	TOM22	bb77166fcbec765068bcfa19185414127a43e821b3fb9cc8acbe8ef82ef54eba
8589	sp|Q9NUP1|BL1S4_HUMAN	Q9NUP1	BL1S4	c82b6b97519d7e158cac0a3138726b2fe4664c450d833c6d5d2a51a9728cb6a9
8590	sp|Q9P1V8|SAM15_HUMAN	Q9P1V8	SAM15	4f1ed93a535111352294f3eab0afa1f985a1dd13960554bef841829ff22fd454
8591	sp|Q9P2E9|RRBP1_HUMAN	Q9P2E9	RRBP1	55392ceb995f7f776141905c65aee2c076ba4f77df3a8623a07dc6068d88b6d9
8592	sp|Q9UBU8|MO4L1_HUMAN	Q9UBU8	MO4L1	bf9f79f7b04cc0cac621a9be4288d78389c3f47eb155bb9f74591bdd68560793
8593	sp|Q9UHG0|DCDC2_HUMAN	Q9UHG0	DCDC2	f9c93169f838ccecfafeb5df49adff9ae842ac88b70b9fe45a0fd83adf6ee39f
8594	sp|Q9ULZ2|STAP1_HUMAN	Q9ULZ2	STAP1	7d666f4d666cdc7d0c6f09d357923d325b0a34e930d4f8798ffc7dd9b974ed50
8595	sp|Q9UPM9|B9D1_HUMAN	Q9UPM9	B9D1	68345775ad69a21563f8f749d17bec2b2583f42568f47ef76bd49a7b21c9f142
8596	sp|Q9UQQ2|SH2B3_HUMAN	Q9UQQ2	SH2B3	218190b4ee450d077cd55f029449567e83a543a10f3f7ef4c01745a2894ff130
8597	sp|Q9Y3Z3|SAMH1_HUMAN	Q9Y3Z3	SAMH1	ffb7be25bb08beb814c229cc37f5766eefc9ce2103da701907e2c46983eb4fde
8598	sp|Q9Y543|HES2_HUMAN	Q9Y543	HES2	068c21ddecdcb0a7e48560a320ad832069b8886a148601b4761585cbd582b5a7
8599	sp|Q9Y5Y5|PEX16_HUMAN	Q9Y5Y5	PEX16	3b0c94ddff51a4c816786100edf7c1c0350a25365f96a5b8bb7eede8e3d823b2
8600	sp|A0A075B6K2|LV312_HUMAN	A0A075B6K2	LV312	0de31a9d685e5016bc5f6732dd137ddc71664683d677eefd9bb45d86280afe14
8601	sp|A0A0A0MS03|TVB53_HUMAN	A0A0A0MS03	TVB53	fd7aba59d41e06e719a5f4932b92bab855875f9eaf1339cb6dfd5174145a74f1
8602	sp|A0A0C4DH41|HV461_HUMAN	A0A0C4DH41	HV461	3d857a6553f7fe29bc5ff787686db45831278bbdf4fa8fc2726c3f035e5b50a4
8603	tr|A0AAG2SWI5|A0AAG2SWI5_HUMAN	A0AAG2SWI5	A0AAG2SWI5	1f93996faa6163c68d343a145e5f174574f0e5435c6de156332983dae634e173
8604	sp|A6BM72|MEG11_HUMAN	A6BM72	MEG11	0f241b518729c55c387cacc3644b3b3ceefcc26ad80b87a639b23c225d77380a
8605	sp|A6NGN4|PRA25_HUMAN	A6NGN4	PRA25	a495439accc7b646239baa84e54f5215f367a5b6d7693669151cbc28e8fb1c6e
8606	sp|A6NNL5|CO061_HUMAN	A6NNL5	CO061	41eb41d4c7c44f244134ac178cf1f2af807105d03b7fa0888c81b17c35bf17a8
8607	sp|A8MXU0|DB108_HUMAN	A8MXU0	DB108	f738aca3ac15d6c56ce8b6501f8fea32278edf36f8dd87fa3313b902a4ae4630
8608	sp|F8WFD2|NPIA3_HUMAN	F8WFD2	NPIA3	a888d839b5dbe59d0aaedd339ecf442b716f779b7af98ef820cfde1c5dea1544
8609	sp|O00237|RN103_HUMAN	O00237	RN103	de514c18a7442552a8885cc4a76deb8d0e235cd100cde75ebb96e1e9d59b19eb
8610	sp|O00421|CCRL2_HUMAN	O00421	CCRL2	d840712ed2c46605656a0e143ae4ba234dc75d5c8d26c6be3dfee5a07d8d443d
8611	sp|O14531|DPYL4_HUMAN	O14531	DPYL4	97906e9ee758faba1aaaf6df49e98e14788c36bde21776ea530de40dcaa046e4
8612	sp|O43520|AT8B1_HUMAN	O43520	AT8B1	dc1088308009fadd03dbde7a2b6c0072628f292e0f3af483a85858de6dd206a1
8613	sp|O43593|HAIR_HUMAN	O43593	HAIR	d41961595afab9168b7e6c1f71be7d9e450db8a11f27c763f220fae2aa71a885
8614	sp|O43861|ATP9B_HUMAN	O43861	ATP9B	9421538309a37f09b32f1b9ef68be5ef071b19c63c7f9891224de148b80e112e
8615	sp|O60235|TM11D_HUMAN	O60235	TM11D	28f613cf38a62728195d4b1161be16d545c7e12ae72bf1cdfa122e4e08cfd8b4
8616	sp|O75339|CILP1_HUMAN	O75339	CILP1	43aa80da15cf4f9e8bce188826e4749c4928075080e902b6cdcf552832ab1382
8617	sp|P01703|LV140_HUMAN	P01703	LV140	9593452c258f2b740f79c7f74e829a3bf8fc526848a36b8a85626140a7062f92
8618	sp|P06746|DPOLB_HUMAN	P06746	DPOLB	c0234f0d19c7ee80a207eaa42a1510f6910a3d400e35ed78a6f2ddcda98d13d2
8619	sp|P07332|FES_HUMAN	P07332	FES	79b3c7fd58386fb1e95ff31b6f49a2a4c29b9af603090ba393343ee9aee4ea15
8620	sp|P0CG41|CTGE8_HUMAN	P0CG41	CTGE8	40d84db52081e4bb486195a749862a7855348b1f3ad0b964c4afd7940668653d
8621	sp|P10398|ARAF_HUMAN	P10398	ARAF	39ad43cf31421ee66dcea16ed6c270c50e9b75b9984e56a6806f208b39ce4fe8
8622	sp|P11137|MTAP2_HUMAN	P11137	MTAP2	1f134e0d2480079a47dae31ef1ad0d7d4dcb7694b679c186a886ad8ad4862e2f
8623	sp|P12235|ADT1_HUMAN	P12235	ADT1	e49a55e2425fb5999400783ecbab986760c7bfc2bd8adc0378b4d23932e9cafd
8624	sp|P13378|HXD8_HUMAN	P13378	HXD8	ffda95436941a21f4b934310a3b9b1c93533c430fb41ebba824685e095af35fe
8625	sp|P23352|KALM_HUMAN	P23352	KALM	fa20c837403d15dbb4d6163a1d3987b0a5b7ed2297144013c6e293cdf444795f
8626	sp|P23760|PAX3_HUMAN	P23760	PAX3	2bda27b070243018c7784a51f04a32f1d28ee1f40afbf98de9c18a8ccaf9698c
8627	sp|P24462|CP3A7_HUMAN	P24462	CP3A7	160605d75962a592ceb6bcb0cea5bf339c3f9f707d4206bedc5efed11e839ef1
8628	sp|P24522|GA45A_HUMAN	P24522	GA45A	bdb9d62f213ffe11e5664414f44e841a639382cb1b712a80babf6d562519ac84
8629	sp|P25063|CD24_HUMAN	P25063	CD24	0615a076a57d8ac86d5b86389245296797de16a99f07da5dd65c1620c364e398
8630	sp|P26196|DDX6_HUMAN	P26196	DDX6	7936a5a915944e44b9feaf803400283988ea53c14d877e78053209f31b7c85e6
8631	sp|P26572|MGAT1_HUMAN	P26572	MGAT1	586d19d39d3f148fc7c6dc2e84f571455cd9159e4b143f74ca2ab529cd3590c3
8632	sp|P28331|NDUS1_HUMAN	P28331	NDUS1	30b80fc412ae4a00d34b36e76c2805470bff1ac8c20265f97908ef18ec521ca7
8633	sp|P32455|GBP1_HUMAN	P32455	GBP1	6d6ad84aa183c6ca730205acd2785457efa7260b24adeafd7cbe13e43b1c45a9
8634	sp|P41226|UBA7_HUMAN	P41226	UBA7	1cb1180614f627d1ed880264b938f98beb11a7d2b4870db2f9a1d7bfe80feedd
8635	sp|P42684|ABL2_HUMAN	P42684	ABL2	8977888f113d1f375634cfa39b0d8f17baa1f9c513ab8a9f7b56fcc44021a03f
8636	sp|P49918|CDN1C_HUMAN	P49918	CDN1C	51faa71875e7134d406e328b3cf49dbcafed9c25b6bd7a2e65ee6735fa4da29b
8637	sp|P52565|GDIR1_HUMAN	P52565	GDIR1	fff4642ce787c71b7a7bc86343ae9c8b0677385d0f4a6db9f1a9f602a4d58150
8638	sp|Q00059|TFAM_HUMAN	Q00059	TFAM	dc0f05fca7d2e6d08c546fdf068f8f3774c434e9e7396b0ea6024aa79a66a67e
8639	sp|Q00537|CDK17_HUMAN	Q00537	CDK17	c35bb5e9e47cddd51d5b6c7b26a6c9e911cb7fc572eca4418e4b26bba80100f6
8640	sp|Q00975|CAC1B_HUMAN	Q00975	CAC1B	455a3743ead4dc373fcf76bcaa0ba8a3cd517d97ac52e18988d560da6c3747c9
8641	sp|Q13794|APR_HUMAN	Q13794	APR	d43898cd564c36c39e09b090cea58791a1ac22e18c50dc239c0fa87603340974
8642	sp|Q14134|TRI29_HUMAN	Q14134	TRI29	dde29ab2e35501d1b71a65819865ab85ab5c0316eccfb94d4d999c167d70e7bc
8643	sp|Q15170|TCAL1_HUMAN	Q15170	TCAL1	5ac358df13043c0f5e8616431cf91ff1ca5f34208ae93e4d198c7f170fd45a6d
8644	sp|Q15833|STXB2_HUMAN	Q15833	STXB2	d8c5911affac6cd30f4ffa9ceb5c1115fbf18b808f047207569f355ca50608d3
8645	sp|Q17RH7|TPRXL_HUMAN	Q17RH7	TPRXL	ae356899381efb6d3d19fd6e901c4f446a221039cca92ea7e6512da07db36c1a
8646	sp|Q2M3R5|S35G1_HUMAN	Q2M3R5	S35G1	3af5509edfa0608bb7b6be92b146c09e43cbb5e69b7a7681d7b2c892c1807493
8647	sp|Q5BKT4|AG10A_HUMAN	Q5BKT4	AG10A	768d8044b7edf69601066f1a669432f624ff5d637bc3345a714d02d1e891b959
8648	sp|Q5SXH7|PKHS1_HUMAN	Q5SXH7	PKHS1	3cc0eb87fc2cff439b31055fca2d43dbfd72b4c43f77d47335e6e22cb1279470
8649	sp|Q5T0J7|TEX35_HUMAN	Q5T0J7	TEX35	f66f660fc36f661d859145dc8b3b3a557625900a8efca7dcde982fe5212fa396
8650	sp|Q5T1Q4|S35F1_HUMAN	Q5T1Q4	S35F1	543fa9a5c424c71acdd716abe4c9a40b6b2f10b00d294419c356ae1cffc5e361
8651	sp|Q5VWK0|NBPF6_HUMAN	Q5VWK0	NBPF6	3ad589c8a8c48f04b9e85eaa71ccf37057dbf8768c2cfe30bf46fe3e01b5b2fe
8652	sp|Q6NXP2|GAR1A_HUMAN	Q6NXP2	GAR1A	7df5eb6391697e969b250004869127860d24f84ea307eb2e550161b3d613c682
8653	sp|Q6P2I3|FAH2B_HUMAN	Q6P2I3	FAH2B	9d11320e637b4f9c736c1893a1460b06df2c9fb1703c68b9450ef8aa84f16d44
8654	sp|Q6UXN2|TRML4_HUMAN	Q6UXN2	TRML4	f6fa563a5be898a0c8e77d7520c7ad78023f97499f62d988e2be3a1725dc4607
8655	sp|Q6ZNC8|MBOA1_HUMAN	Q6ZNC8	MBOA1	b5c7d78191a1d4650f08eeb866a577c43a7d3e61ace5df45848aff52b1565023
8656	tr|Q71RC1|Q71RC1_HUMAN	Q71RC1	Q71RC1	88d1bd82b6677e7a06214c662a008363a8aeba2c19e8ba98b7f394e5c963322d
